"BTID";"BLID";"collector";"trapType";"pass";"replicate";"startYear";"startMonth";"startDay";"startHour";"startMinute";"endYear";"endMonth";"endDay";"endHour";"endMinute";"startNESWPhoto_DSC";"endNESWPhoto_DSC";"canolaAdjacent";"percentCanolaBloom";"floralAdjacentNotes";"deployedNotes";"retrievalNotes";"lonTrap";"latTrap";"elevTrap";"locationType";"adjCrop";"oppCrop";"adjCropBloom";"oppCropBloom";"adjMowed";"oppMowed";"created_at";"updated_at";"startjulian";"endjulian";"midjulian";"midyear";"midmonth";"midday";"deployedhours"
"21260-4-WBV25-2016";21260;"S. Johnson";"Blue Vane";4;"W25";2016;7;11;10;29;2016;7;19;10;8;"";"";"";"";"";"";"bv blown over, cups cowed";-113.0997;50.63124;0;"";"native";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;201;197;2016;7;15;191.65
"21834-4-WCC25-2016";21834;"S. Johnson";"Coloured Cups";4;"W25";2016;7;11;11;5;2016;7;19;10;42;"";"";"";"";"";"";"bv blown over but full, cups cowed";-113.1104;50.633;0;"";"native";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;201;197;2016;7;15;191.6166
"21834-4-WBV25-2016";21834;"S. Johnson";"Blue Vane";4;"W25";2016;7;11;11;5;2016;7;19;10;42;"";"";"";"";"";"";"bv blown over but full, cups cowed";-113.1104;50.633;0;"";"native";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;201;197;2016;7;15;191.6166
"21715-4-WCC25-2016";21715;"S. Johnson";"Coloured Cups";4;"W25";2016;7;11;9;53;2016;7;19;9;38;"";"";"";"";"";"";"25 and 75 bv in 25 site, cows";-113.1189;50.63319;0;"";"native";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;201;197;2016;7;15;191.75
"21715-4-WBV25-2016";21715;"S. Johnson";"Blue Vane";4;"W25";2016;7;11;9;53;2016;7;19;9;38;"";"";"";"";"";"";"25 and 75 bv in 25 site, cows";-113.1189;50.63319;0;"";"native";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;201;197;2016;7;15;191.75
"22590-4-WCC25-2016";22590;"S. Johnson";"Coloured Cups";4;"W25";2016;7;11;8;54;2016;7;19;8;51;"";"";"";"";"";"";"cows, bv only sample";-113.1046;50.6513;0;"";"native";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;201;197;2016;7;15;191.95
"22590-4-WBV25-2016";22590;"S. Johnson";"Blue Vane";4;"W25";2016;7;11;8;54;2016;7;19;8;51;"";"";"";"";"";"";"cows, bv only sample";-113.1046;50.6513;0;"";"native";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;201;197;2016;7;15;191.95
"22583-4-WCC0-2016";22583;"S. Johnson";"Coloured Cups";4;"W0";2016;7;11;12;15;2016;7;19;11;54;"";"";"";"";"";"";"replaced glycol, diluted";-113.0608;50.5737;0;"";"native";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;201;197;2016;7;15;191.65
"22583-4-WBV0-2016";22583;"S. Johnson";"Blue Vane";4;"W0";2016;7;11;12;15;2016;7;19;11;54;"";"";"";"";"";"";"replaced glycol, diluted";-113.0608;50.5737;0;"";"native";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;201;197;2016;7;15;191.65
"21470-4-WCC0-2016";21470;"S. Johnson";"Coloured Cups";4;"W0";2016;7;11;11;45;2016;7;19;11;27;"";"";"";"";"";"";"replaced glycol, diluted";-113.0857;50.58576;0;"";"native";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;201;197;2016;7;15;191.7
"21470-4-WBV0-2016";21470;"S. Johnson";"Blue Vane";4;"W0";2016;7;11;11;45;2016;7;19;11;27;"";"";"";"";"";"";"replaced glycol, diluted";-113.0857;50.58576;0;"";"native";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;201;197;2016;7;15;191.7
"21260-4-WCC0-2016";21260;"S. Johnson";"Coloured Cups";4;"W0";2016;7;11;10;24;2016;7;19;10;3;"";"";"";"";"";"";"bv blown over, cups cowed";-113.0994;50.6313;0;"";"native";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;201;197;2016;7;15;191.65
"21260-4-WBV0-2016";21260;"S. Johnson";"Blue Vane";4;"W0";2016;7;11;10;24;2016;7;19;10;3;"";"";"";"";"";"";"bv blown over, cups cowed";-113.0994;50.6313;0;"";"native";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;201;197;2016;7;15;191.65
"21834-4-WCC0-2016";21834;"S. Johnson";"Coloured Cups";4;"W0";2016;7;11;10;58;2016;7;19;10;36;"";"";"";"";"";"";"bv blown over, cups cowed";-113.1101;50.63299;0;"";"native";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;201;197;2016;7;15;191.6333
"21834-4-WBV0-2016";21834;"S. Johnson";"Blue Vane";4;"W0";2016;7;11;10;58;2016;7;19;10;36;"";"";"";"";"";"";"bv blown over, cups cowed";-113.1101;50.63299;0;"";"native";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;201;197;2016;7;15;191.6333
"21715-4-WCC0-2016";21715;"S. Johnson";"Coloured Cups";4;"W0";2016;7;11;9;48;2016;7;19;9;30;"";"";"";"";"";"";"bv blown over, cups cowed";-113.1192;50.63321;0;"";"native";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;201;197;2016;7;15;191.7
"21715-4-WBV0-2016";21715;"S. Johnson";"Blue Vane";4;"W0";2016;7;11;9;48;2016;7;19;9;30;"";"";"";"";"";"";"bv blown over, cups cowed";-113.1192;50.63321;0;"";"native";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;201;197;2016;7;15;191.7
"22590-4-WCC0-2016";22590;"S. Johnson";"Coloured Cups";4;"W0";2016;7;11;8;48;2016;7;19;8;46;"";"";"";"";"";"";"all samples cowed";-113.1049;50.65124;0;"";"native";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;201;197;2016;7;15;191.9666
"22590-4-WBV0-2016";22590;"S. Johnson";"Blue Vane";4;"W0";2016;7;11;8;48;2016;7;19;8;46;"";"";"";"";"";"";"all samples cowed";-113.1049;50.65124;0;"";"native";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;201;197;2016;7;15;191.9666
"22345-4-WCC75-2016";22345;"S. Johnson";"Coloured Cups";4;"W75";2016;7;14;9;8;2016;7;21;9;5;"";"";"";"";"";"";"replaced glycol, diluted";-113.427;50.62893;0;"";"canola";"";"90";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";196;203;200;2016;7;18;167.95
"22345-4-WBV75-2016";22345;"S. Johnson";"Blue Vane";4;"W75";2016;7;14;9;8;2016;7;21;9;5;"";"";"";"";"";"";"replaced glycol, diluted";-113.427;50.62893;0;"";"canola";"";"90";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";196;203;200;2016;7;18;167.95
"22345-4-WCC25-2016";22345;"S. Johnson";"Coloured Cups";4;"W25";2016;7;14;9;4;2016;7;21;8;53;"";"";"";"";"";"";"replaced glycol, diluted";-113.4277;50.62892;0;"";"canola";"";"90";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";196;203;200;2016;7;18;167.8166
"22345-4-WBV25-2016";22345;"S. Johnson";"Blue Vane";4;"W25";2016;7;14;9;4;2016;7;21;8;53;"";"";"";"";"";"";"replaced glycol, diluted";-113.4277;50.62892;0;"";"canola";"";"90";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";196;203;200;2016;7;18;167.8166
"22345-4-WCC0-2016";22345;"S. Johnson";"Coloured Cups";4;"W0";2016;7;14;8;59;2016;7;21;8;47;"";"";"";"";"";"";"";-113.4281;50.62893;0;"";"canola";"";"90";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";196;203;200;2016;7;18;167.8
"22345-4-WBV0-2016";22345;"S. Johnson";"Blue Vane";4;"W0";2016;7;14;8;59;2016;7;21;8;47;"";"";"";"";"";"";"";-113.4281;50.62893;0;"";"canola";"";"90";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";196;203;200;2016;7;18;167.8
"21106-4-WCC75-2016";21106;"S. Johnson";"Coloured Cups";4;"W75";2016;7;13;10;28;2016;7;22;10;21;"";"";"";"";"";"";"replaced glycol, diluted";-113.6106;50.68996;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";195;204;200;2016;7;18;215.8833
"21106-4-WBV75-2016";21106;"S. Johnson";"Blue Vane";4;"W75";2016;7;13;10;28;2016;7;22;10;21;"";"";"";"";"";"";"replaced glycol, diluted";-113.6106;50.68996;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";195;204;200;2016;7;18;215.8833
"21736-4-WCC75-2016";21736;"S. Johnson";"Coloured Cups";4;"W75";2016;7;13;10;8;2016;7;22;10;0;"";"";"";"";"";"";"refilled cups, diluted";-113.5854;50.68968;0;"";"canola";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";195;204;200;2016;7;18;215.8666
"21736-4-WBV75-2016";21736;"S. Johnson";"Blue Vane";4;"W75";2016;7;13;10;8;2016;7;22;10;0;"";"";"";"";"";"";"refilled cups, diluted";-113.5854;50.68968;0;"";"canola";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";195;204;200;2016;7;18;215.8666
"22471-4-WCC75-2016";22471;"S. Johnson";"Coloured Cups";4;"W75";2016;7;13;13;18;2016;7;22;12;50;"";"";"";"";"";"";"replaced glycol, diluted";-113.7692;50.75564;0;"";"canola";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";195;204;200;2016;7;18;215.5333
"22471-4-WBV75-2016";22471;"S. Johnson";"Blue Vane";4;"W75";2016;7;13;13;18;2016;7;22;12;50;"";"";"";"";"";"";"replaced glycol, diluted";-113.7692;50.75564;0;"";"canola";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";195;204;200;2016;7;18;215.5333
"21106-4-WCC25-2016";21106;"S. Johnson";"Coloured Cups";4;"W25";2016;7;13;10;31;2016;7;22;10;26;"";"";"";"";"";"";"replaced glycol, diluted";-113.6102;50.69033;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";195;204;200;2016;7;18;215.9166
"21106-4-WBV25-2016";21106;"S. Johnson";"Blue Vane";4;"W25";2016;7;13;10;31;2016;7;22;10;26;"";"";"";"";"";"";"replaced glycol, diluted";-113.6102;50.69033;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";195;204;200;2016;7;18;215.9166
"21736-4-WCC25-2016";21736;"S. Johnson";"Coloured Cups";4;"W25";2016;7;13;10;5;2016;7;22;9;47;"";"";"";"";"";"";"refilled cups, diluted";-113.5861;50.68962;0;"";"canola";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";195;204;200;2016;7;18;215.7
"21736-4-WBV25-2016";21736;"S. Johnson";"Blue Vane";4;"W25";2016;7;13;10;5;2016;7;22;9;47;"";"";"";"";"";"";"refilled cups, diluted";-113.5861;50.68962;0;"";"canola";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";195;204;200;2016;7;18;215.7
"22471-4-WCC25-2016";22471;"S. Johnson";"Coloured Cups";4;"W25";2016;7;13;13;14;2016;7;22;12;45;"";"";"";"";"";"";"replaced glycol, diluted";-113.7694;50.75606;0;"";"canola";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";195;204;200;2016;7;18;215.5166
"22471-4-WBV25-2016";22471;"S. Johnson";"Blue Vane";4;"W25";2016;7;13;13;14;2016;7;22;12;45;"";"";"";"";"";"";"replaced glycol, diluted";-113.7694;50.75606;0;"";"canola";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";195;204;200;2016;7;18;215.5166
"21106-4-WCC0-2016";21106;"S. Johnson";"Coloured Cups";4;"W0";2016;7;13;10;34;2016;7;22;10;29;"";"";"";"";"";"";"replaced glycol, diluted";-113.61;50.69053;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";195;204;200;2016;7;18;215.9166
"21106-4-WBV0-2016";21106;"S. Johnson";"Blue Vane";4;"W0";2016;7;13;10;34;2016;7;22;10;29;"";"";"";"";"";"";"replaced glycol, diluted";-113.61;50.69053;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";195;204;200;2016;7;18;215.9166
"21736-4-WCC0-2016";21736;"S. Johnson";"Coloured Cups";4;"W0";2016;7;13;10;0;2016;7;22;9;43;"";"";"";"";"";"";"refilled cups, diluted";-113.5865;50.68958;0;"";"canola";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";195;204;200;2016;7;18;215.7166
"21736-4-WBV0-2016";21736;"S. Johnson";"Blue Vane";4;"W0";2016;7;13;10;0;2016;7;22;9;43;"";"";"";"";"";"";"refilled cups, diluted";-113.5865;50.68958;0;"";"canola";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";195;204;200;2016;7;18;215.7166
"22471-4-WCC0-2016";22471;"S. Johnson";"Coloured Cups";4;"W0";2016;7;13;13;10;2016;7;22;12;40;"";"";"";"";"";"";"replaced glycol, diluted";-113.7696;50.75628;0;"";"canola";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";195;204;200;2016;7;18;215.5
"22471-4-WBV0-2016";22471;"S. Johnson";"Blue Vane";4;"W0";2016;7;13;13;10;2016;7;22;12;40;"";"";"";"";"";"";"replaced glycol, diluted";-113.7696;50.75628;0;"";"canola";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";195;204;200;2016;7;18;215.5
"21057-4-WCC75-2016";21057;"S. Johnson";"Coloured Cups";4;"W75";2016;7;15;8;26;2016;7;25;8;28;"";"";"";"";"";"";"topped up cups, bv slightly diluted";-113.441;50.71659;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;207;202;2016;7;20;240.0333
"21057-4-WBV75-2016";21057;"S. Johnson";"Blue Vane";4;"W75";2016;7;15;8;26;2016;7;25;8;28;"";"";"";"";"";"";"topped up cups, bv slightly diluted";-113.441;50.71659;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;207;202;2016;7;20;240.0333
"21071-4-WCC75-2016";21071;"S. Johnson";"Coloured Cups";4;"W75";2016;7;15;12;17;2016;7;25;13;10;"";"";"";"";"";"";"replaced glycol, diluted and white cup";-113.5208;50.72011;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;207;202;2016;7;20;240.8833
"21071-4-WBV75-2016";21071;"S. Johnson";"Blue Vane";4;"W75";2016;7;15;12;17;2016;7;25;13;10;"";"";"";"";"";"";"replaced glycol, diluted and white cup";-113.5208;50.72011;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;207;202;2016;7;20;240.8833
"22492-1-WWC25-2016";22492;"S. Johnson";"White Cup";1;"W25";2016;6;16;8;57;2016;6;22;11;28;"";"";"";"";"";"";"";-113.5375;50.74614;0;"";"canola";"";"2";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";168;174;171;2016;6;19;146.5166
"22492-1-WYC25-2016";22492;"S. Johnson";"Yellow Cup";1;"W25";2016;6;16;8;57;2016;6;22;11;28;"";"";"";"";"";"";"";-113.5375;50.74614;0;"";"canola";"";"2";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";168;174;171;2016;6;19;146.5166
"22492-1-WBC25-2016";22492;"S. Johnson";"Blue Cup";1;"W25";2016;6;16;8;57;2016;6;22;11;28;"";"";"";"";"";"";"";-113.5375;50.74614;0;"";"canola";"";"2";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";168;174;171;2016;6;19;146.5166
"21554-4-WBV25-2016";21554;"S. Johnson";"Blue Vane";4;"W25";2016;7;15;11;30;2016;7;25;12;4;"";"";"";"";"";"";"replaced stake, refilled glycol";-113.5324;50.73724;0;"";"canola";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;207;202;2016;7;20;240.5666
"21554-0-WYC0-2016";21554;"S. Johnson";"Yellow Cup";0;"W0";0;0;0;0;0;2016;6;16;9;20;"";"";"";"";"";"";"";-113.5323;50.73703;0;"";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";0;168;0;0;0;0;0.0
"21554-0-WWC0-2016";21554;"S. Johnson";"White Cup";0;"W0";0;0;0;0;0;2016;6;16;9;20;"";"";"";"";"";"";"";-113.5323;50.73703;0;"";"canola";"";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";0;168;0;0;0;0;0.0
"21547-4-WCC75-2016";21547;"S. Johnson";"Coloured Cups";4;"W75";2016;7;15;10;34;2016;7;25;10;44;"";"";"";"";"";"";"replaced glycol, diluted";-113.5634;50.77709;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;207;202;2016;7;20;240.1666
"21547-4-WBV75-2016";21547;"S. Johnson";"Blue Vane";4;"W75";2016;7;15;10;34;2016;7;25;10;44;"";"";"";"";"";"";"replaced glycol, diluted";-113.5634;50.77709;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;207;202;2016;7;20;240.1666
"21120-4-WCC75-2016";21120;"S. Johnson";"Coloured Cups";4;"W75";2016;7;15;10;10;2016;7;25;10;26;"";"";"";"";"";"";"replaced glycol, diluted";-113.5561;50.72707;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;207;202;2016;7;20;240.2666
"21120-4-WBV75-2016";21120;"S. Johnson";"Blue Vane";4;"W75";2016;7;15;10;10;2016;7;25;10;26;"";"";"";"";"";"";"replaced glycol, diluted";-113.5561;50.72707;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;207;202;2016;7;20;240.2666
"21057-4-WCC25-2016";21057;"S. Johnson";"Coloured Cups";4;"W25";2016;7;15;8;23;2016;7;25;8;25;"";"";"";"";"";"";"topped up cups, bv slightly diluted";-113.4412;50.71618;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;207;202;2016;7;20;240.0333
"21057-4-WBV25-2016";21057;"S. Johnson";"Blue Vane";4;"W25";2016;7;15;8;23;2016;7;25;8;25;"";"";"";"";"";"";"topped up cups, bv slightly diluted";-113.4412;50.71618;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;207;202;2016;7;20;240.0333
"21071-4-WCC25-2016";21071;"S. Johnson";"Coloured Cups";4;"W25";2016;7;15;12;14;2016;7;25;13;6;"";"";"";"";"";"";"replaced glycol, diluted";-113.5202;50.71989;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;207;202;2016;7;20;240.8666
"21071-4-WBV25-2016";21071;"S. Johnson";"Blue Vane";4;"W25";2016;7;15;12;14;2016;7;25;13;6;"";"";"";"";"";"";"replaced glycol, diluted";-113.5202;50.71989;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;207;202;2016;7;20;240.8666
"22492-5-WCC25-2016";22492;"S. Johnson";"Coloured Cups";5;"W25";2016;7;25;12;35;2016;8;4;11;25;"";"";"";"";"";"";"took traps down";-113.5375;50.74614;0;"";"canola";"";"5";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";207;217;212;2016;7;30;238.8333
"22492-3-WBV75-2016";22492;"S. Johnson";"Blue Vane";3;"W75";2016;6;22;11;33;2016;7;15;11;53;"";"";"";"";"";"";"wc moldy replaced, replaced glycol, diluted";-113.5378;50.74571;0;"";"canola";"";"85";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";174;197;186;2016;7;4;552.3333
"21547-4-WCC25-2016";21547;"S. Johnson";"Coloured Cups";4;"W25";2016;7;15;10;31;2016;7;25;10;47;"";"";"";"";"";"";"white cup empty replaced, replaced glycol, diluted";-113.5636;50.77751;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;207;202;2016;7;20;240.2666
"21547-4-WBV25-2016";21547;"S. Johnson";"Blue Vane";4;"W25";2016;7;15;10;31;2016;7;25;10;47;"";"";"";"";"";"";"white cup empty replaced, replaced glycol, diluted";-113.5636;50.77751;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;207;202;2016;7;20;240.2666
"21120-4-WCC25-2016";21120;"S. Johnson";"Coloured Cups";4;"W25";2016;7;15;10;7;2016;7;25;10;22;"";"";"";"";"";"";"replaced glycol, diluted";-113.5567;50.72727;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;207;202;2016;7;20;240.25
"21120-4-WBV25-2016";21120;"S. Johnson";"Blue Vane";4;"W25";2016;7;15;10;7;2016;7;25;10;22;"";"";"";"";"";"";"replaced glycol, diluted";-113.5567;50.72727;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;207;202;2016;7;20;240.25
"21057-4-WCC0-2016";21057;"S. Johnson";"Coloured Cups";4;"W0";2016;7;15;8;19;2016;7;25;8;21;"";"";"";"";"";"";"topped up cups, bv slightly diluted";-113.4413;50.71596;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;207;202;2016;7;20;240.0333
"21057-4-WBV0-2016";21057;"S. Johnson";"Blue Vane";4;"W0";2016;7;15;8;19;2016;7;25;8;21;"";"";"";"";"";"";"topped up cups, bv slightly diluted";-113.4413;50.71596;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;207;202;2016;7;20;240.0333
"21071-4-WCC0-2016";21071;"S. Johnson";"Coloured Cups";4;"W0";2016;7;15;12;11;2016;7;25;13;2;"";"";"";"";"";"";"";-113.5199;50.71979;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;207;202;2016;7;20;240.85
"21071-4-WBV0-2016";21071;"S. Johnson";"Blue Vane";4;"W0";2016;7;15;12;11;2016;7;25;13;2;"";"";"";"";"";"";"";-113.5199;50.71979;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;207;202;2016;7;20;240.85
"22492-5-WCC75-2016";22492;"S. Johnson";"Coloured Cups";5;"W75";2016;7;25;12;43;2016;8;4;11;28;"";"";"";"";"";"";"took traps down";-113.5378;50.74571;0;"";"canola";"";"5";"";0;0;"2018-10-26 11:26:28";"2019-06-14 15:02:54";207;217;212;2016;7;30;238.75
"22492-5-WBV75-2016";22492;"S. Johnson";"Blue Vane";5;"W75";2016;7;25;12;43;2016;8;4;11;28;"";"";"";"";"";"";"took traps down";-113.5378;50.74571;0;"";"canola";"";"5";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";207;217;212;2016;7;30;238.75
"21547-4-WCC0-2016";21547;"S. Johnson";"Coloured Cups";4;"W0";2016;7;15;10;27;2016;7;25;10;50;"";"";"";"";"";"";"replaced glycol, diluted";-113.5637;50.77773;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;207;202;2016;7;20;240.3833
"21547-4-WBV0-2016";21547;"S. Johnson";"Blue Vane";4;"W0";2016;7;15;10;27;2016;7;25;10;50;"";"";"";"";"";"";"replaced glycol, diluted";-113.5637;50.77773;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;207;202;2016;7;20;240.3833
"21120-4-WCC0-2016";21120;"S. Johnson";"Coloured Cups";4;"W0";2016;7;15;10;4;2016;7;25;10;19;"";"";"";"";"";"";"replaced glycol, diluted";-113.5571;50.72736;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;207;202;2016;7;20;240.25
"21120-4-WBV0-2016";21120;"S. Johnson";"Blue Vane";4;"W0";2016;7;15;10;4;2016;7;25;10;19;"";"";"";"";"";"";"replaced glycol, diluted";-113.5571;50.72736;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";197;207;202;2016;7;20;240.25
"22513-4-WCC75-2016";22513;"S. Johnson";"Coloured Cups";4;"W75";2016;7;18;11;43;2016;7;26;11;30;"";"";"";"";"";"";"";-113.8112;50.76347;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";200;208;204;2016;7;22;191.7833
"22513-4-WBV75-2016";22513;"S. Johnson";"Blue Vane";4;"W75";2016;7;18;11;43;2016;7;26;11;30;"";"";"";"";"";"";"";-113.8112;50.76347;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";200;208;204;2016;7;22;191.7833
"22576-4-WCC75-2016";22576;"S. Johnson";"Coloured Cups";4;"W75";2016;7;18;9;52;2016;7;26;9;23;"";"";"";"";"";"";"";-113.8147;50.58573;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";200;208;204;2016;7;22;191.5166
"22576-4-WBV75-2016";22576;"S. Johnson";"Blue Vane";4;"W75";2016;7;18;9;52;2016;7;26;9;23;"";"";"";"";"";"";"";-113.8147;50.58573;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";200;208;204;2016;7;22;191.5166
"22128-4-WCC75-2016";22128;"S. Johnson";"Coloured Cups";4;"W75";2016;7;18;10;12;2016;7;26;9;52;"";"";"";"";"";"";"post switch out";-113.7759;50.57058;0;"";"canola";"";"100";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";200;208;204;2016;7;22;191.6666
"22128-4-WBV75-2016";22128;"S. Johnson";"Blue Vane";4;"W75";2016;7;18;10;12;2016;7;26;9;52;"";"";"";"";"";"";"post switch out";-113.7759;50.57058;0;"";"canola";"";"100";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";200;208;204;2016;7;22;191.6666
"22513-4-WCC25-2016";22513;"S. Johnson";"Coloured Cups";4;"W25";2016;7;18;11;40;2016;7;26;11;28;"";"";"";"";"";"";"";-113.8106;50.76318;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";200;208;204;2016;7;22;191.8
"22513-4-WBV25-2016";22513;"S. Johnson";"Blue Vane";4;"W25";2016;7;18;11;40;2016;7;26;11;28;"";"";"";"";"";"";"";-113.8106;50.76318;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";200;208;204;2016;7;22;191.8
"22576-4-WCC25-2016";22576;"S. Johnson";"Coloured Cups";4;"W25";2016;7;18;9;49;2016;7;26;9;21;"";"";"";"";"";"";"";-113.8152;50.58601;0;"";"wheat";"";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";200;208;204;2016;7;22;191.5333
